age,workclass,education_num,marital_status,occupation,race,sex,hours_per_week,native_country,income
46, Federal-gov,11, Married-civ-spouse, Tech-support, White, Male,40, United-States, >50K
36, Local-gov,9, Never-married, Adm-clerical, White, Male,40, United-States, <=50K
54, Self-emp-not-inc,9, Married-civ-spouse, Farming-fishing, White, Male,60, United-States, >50K
49, Private,7, Married-civ-spouse, Other-service, White, Male,50, United-States, <=50K
68, Local-gov,9, Married-civ-spouse, Farming-fishing, White, Male,40, United-States, <=50K
34, Private,13, Never-married, Exec-managerial, White, Male,50, United-States, <=50K
30, Private,11, Never-married, Prof-specialty, Black, Male,40, United-States, <=50K
28, Private,13, Never-married, Sales, White, Male,50, United-States, <=50K
28, Private,7, Married-civ-spouse, Exec-managerial, White, Male,50, United-States, >50K
25, Local-gov,10, Married-civ-spouse, Other-service, White, Male,40, United-States, <=50K
26, Private,10, Never-married, Machine-op-inspct, Asian-Pac-Islander, Male,40, Philippines, <=50K
40, Private,10, Married-civ-spouse, Tech-support, White, Male,55, United-States, >50K
32, Local-gov,9, Divorced, Adm-clerical, White, Female,40, United-States, <=50K
60, ?,7, Married-spouse-absent, ?, Black, Female,20, United-States, <=50K
18, Private,8, Never-married, Priv-house-serv, White, Female,30, United-States, <=50K
36, Private,13, Married-civ-spouse, Prof-specialty, Black, Male,40, United-States, <=50K
26, Private,13, Never-married, Prof-specialty, White, Female,40, United-States, <=50K
24, Private,9, Never-married, Prof-specialty, White, Female,45, United-States, <=50K
90, Local-gov,9, Married-civ-spouse, Other-service, White, Male,40, United-States, <=50K
20, Private,10, Never-married, Adm-clerical, White, Female,40, Mexico, <=50K
27, Private,13, Separated, Tech-support, White, Male,50, United-States, <=50K
58, Local-gov,13, Divorced, Prof-specialty, White, Female,50, United-States, <=50K
37, Private,14, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K
65, ?,9, Widowed, ?, White, Female,75, United-States, <=50K
28, Private,9, Never-married, Exec-managerial, White, Male,40, United-States, <=50K
36, Local-gov,13, Divorced, Prof-specialty, White, Female,60, United-States, <=50K
45, Local-gov,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K
23, Private,9, Never-married, Sales, White, Male,48, United-States, <=50K
69, Local-gov,9, Married-civ-spouse, Exec-managerial, White, Male,35, United-States, <=50K
58, Self-emp-not-inc,9, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, <=50K
22, Private,9, Never-married, Adm-clerical, White, Male,20, United-States, <=50K
58, Self-emp-not-inc,13, Married-civ-spouse, Farming-fishing, White, Male,35, United-States, <=50K
53, Federal-gov,10, Married-civ-spouse, Protective-serv, White, Male,60, United-States, >50K
44, Self-emp-inc,9, Married-civ-spouse, Farming-fishing, White, Male,60, United-States, <=50K
31, Private,6, Never-married, Other-service, White, Male,40, United-States, <=50K
46, Private,13, Divorced, Machine-op-inspct, Other, Female,40, Puerto-Rico, <=50K
48, Private,9, Married-civ-spouse, Other-service, White, Male,40, United-States, <=50K
46, Federal-gov,10, Separated, Adm-clerical, White, Female,40, United-States, <=50K
43, Private,5, Never-married, Machine-op-inspct, Black, Female,40, United-States, <=50K
43, Private,10, Divorced, Adm-clerical, White, Female,40, United-States, <=50K
17, Self-emp-inc,6, Never-married, Sales, White, Male,15, United-States, <=50K
20, Private,10, Never-married, Sales, White, Male,40, United-States, <=50K
22, Private,10, Never-married, Prof-specialty, White, Female,35, United-States, <=50K
19, ?,10, Never-married, ?, White, Male,35, United-States, <=50K
35, Private,10, Divorced, Other-service, White, Female,40, United-States, <=50K
29, Private,13, Never-married, Tech-support, White, Male,40, United-States, <=50K
18, ?,10, Never-married, ?, White, Female,40, United-States, <=50K
25, Private,9, Never-married, Craft-repair, White, Male,35, United-States, <=50K
54, Private,6, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, <=50K
23, Private,10, Married-civ-spouse, Sales, White, Female,16, United-States, <=50K
36, Private,3, Separated, Priv-house-serv, Other, Female,35, Mexico, <=50K
26, Self-emp-not-inc,9, Married-civ-spouse, Craft-repair, White, Male,50, United-States, <=50K
25, Local-gov,9, Never-married, Other-service, White, Male,40, United-States, <=50K
46, Private,5, Divorced, Other-service, White, Female,40, United-States, <=50K
41, Private,10, Divorced, Craft-repair, White, Female,50, United-States, <=50K
31, Private,9, Never-married, Prof-specialty, White, Male,40, United-States, <=50K
48, Federal-gov,14, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K
52, Self-emp-inc,14, Divorced, Exec-managerial, Black, Female,50, United-States, <=50K
22, Federal-gov,9, Never-married, Handlers-cleaners, White, Male,43, United-States, <=50K
18, Private,9, Never-married, Craft-repair, White, Male,25, United-States, <=50K
46, Private,10, Never-married, Adm-clerical, White, Female,40, United-States, <=50K
34, Local-gov,10, Never-married, Protective-serv, White, Male,40, United-States, <=50K
30, Federal-gov,9, Married-civ-spouse, Armed-Forces, Amer-Indian-Eskimo, Male,48, United-States, <=50K
31, Private,7, Never-married, Other-service, White, Male,40, United-States, <=50K
21, Private,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
41, Self-emp-not-inc,9, Divorced, Sales, White, Male,45, United-States, <=50K
45, State-gov,13, Married-civ-spouse, Exec-managerial, White, Male,60, United-States, >50K
30, State-gov,13, Never-married, Adm-clerical, White, Male,40, United-States, <=50K
21, Private,5, Never-married, Other-service, White, Male,35, Mexico, <=50K
44, Private,10, Divorced, Sales, White, Female,46, United-States, <=50K
54, Private,7, Divorced, Craft-repair, White, Female,50, United-States, >50K
36, Private,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K
50, Private,13, Never-married, Exec-managerial, White, Male,50, United-States, >50K
26, Private,13, Never-married, Prof-specialty, Black, Female,35, United-States, <=50K
47, Local-gov,15, Married-civ-spouse, Prof-specialty, White, Male,35, United-States, <=50K
36, Private,9, Never-married, Other-service, White, Male,37, United-States, <=50K
32, Self-emp-not-inc,10, Married-civ-spouse, Sales, Amer-Indian-Eskimo, Male,60, United-States, <=50K
21, Private,6, Never-married, Other-service, White, Female,35, United-States, <=50K
30, Private,9, Married-civ-spouse, Sales, White, Male,45, United-States, <=50K
34, Private,9, Never-married, Priv-house-serv, White, Female,40, Mexico, <=50K
51, Private,9, Married-spouse-absent, Craft-repair, White, Male,45, Columbia, <=50K
55, Self-emp-not-inc,6, Married-civ-spouse, Transport-moving, White, Male,50, United-States, <=50K
43, Private,10, Married-civ-spouse, Adm-clerical, White, Male,40, United-States, <=50K
37, Private,9, Never-married, Handlers-cleaners, Amer-Indian-Eskimo, Male,30, United-States, <=50K
28, Local-gov,10, Never-married, Exec-managerial, White, Female,40, United-States, <=50K
39, Private,10, Married-civ-spouse, Prof-specialty, White, Male,50, United-States, <=50K
35, Self-emp-not-inc,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
59, ?,14, Married-civ-spouse, ?, White, Male,20, United-States, <=50K
26, Private,9, Never-married, Craft-repair, White, Male,36, United-States, <=50K
68, Private,9, Married-civ-spouse, Adm-clerical, White, Male,40, United-States, <=50K
46, Private,15, Divorced, Prof-specialty, White, Male,40, United-States, >50K
21, Private,9, Never-married, Other-service, White, Male,37, United-States, <=50K
23, Private,10, Never-married, Sales, White, Female,20, United-States, <=50K
17, Private,6, Married-civ-spouse, Sales, White, Female,30, United-States, <=50K
23, Local-gov,9, Never-married, Other-service, White, Female,40, United-States, <=50K
34, Private,9, Widowed, Adm-clerical, White, Male,15, United-States, <=50K
33, Private,12, Never-married, Prof-specialty, White, Female,40, United-States, <=50K
31, Private,12, Separated, Transport-moving, White, Male,45, United-States, <=50K
31, ?,13, Married-civ-spouse, ?, White, Female,30, Canada, <=50K
56, Self-emp-not-inc,9, Married-civ-spouse, Sales, White, Male,40, United-States, <=50K
21, Private,9, Never-married, Adm-clerical, White, Female,40, United-States, <=50K
45, Private,9, Divorced, Adm-clerical, Asian-Pac-Islander, Female,40, Japan, <=50K
41, Self-emp-inc,13, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K
26, Private,6, Divorced, Handlers-cleaners, White, Female,30, United-States, <=50K
41, Private,7, Widowed, Other-service, White, Female,40, United-States, <=50K
46, Self-emp-inc,14, Married-civ-spouse, Exec-managerial, White, Male,55, United-States, >50K
47, State-gov,9, Divorced, Adm-clerical, Asian-Pac-Islander, Female,40, United-States, <=50K
43, Self-emp-not-inc,15, Married-civ-spouse, Prof-specialty, White, Male,60, United-States, >50K
35, Private,9, Married-civ-spouse, Sales, White, Male,45, United-States, <=50K
44, Self-emp-not-inc,9, Divorced, Sales, White, Male,50, United-States, <=50K
58, Self-emp-inc,13, Married-civ-spouse, Exec-managerial, White, Male,30, United-States, >50K
25, Private,12, Divorced, Tech-support, White, Female,25, United-States, <=50K
44, Private,11, Never-married, Craft-repair, White, Male,40, United-States, <=50K
57, Private,10, Never-married, Craft-repair, White, Male,42, United-States, <=50K
24, Private,10, Married-civ-spouse, Handlers-cleaners, White, Male,40, United-States, <=50K
38, Private,13, Never-married, Adm-clerical, White, Female,50, United-States, <=50K
33, Private,4, Divorced, Handlers-cleaners, White, Male,35, United-States, <=50K
25, Private,10, Never-married, Prof-specialty, White, Female,40, United-States, <=50K
33, Private,9, Married-civ-spouse, Machine-op-inspct, White, Male,84, United-States, >50K
50, Local-gov,10, Married-civ-spouse, Protective-serv, White, Male,52, United-States, >50K
35, Private,9, Married-civ-spouse, Sales, White, Male,50, United-States, >50K
36, Private,13, Divorced, Adm-clerical, White, Male,55, United-States, >50K
27, Private,10, Never-married, Other-service, White, Female,40, United-States, <=50K
22, Private,11, Never-married, Craft-repair, White, Male,50, United-States, <=50K
30, Private,9, Married-civ-spouse, Transport-moving, White, Male,40, United-States, <=50K
90, Private,14, Never-married, Exec-managerial, White, Female,40, United-States, <=50K
39, Private,9, Separated, Other-service, Black, Male,40, United-States, <=50K
34, State-gov,13, Never-married, Prof-specialty, White, Male,45, United-States, <=50K
39, Private,13, Married-civ-spouse, Exec-managerial, White, Male,60, United-States, >50K
19, Private,10, Never-married, Other-service, White, Female,4, United-States, <=50K
19, Private,6, Never-married, Craft-repair, White, Male,40, United-States, <=50K
29, Private,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
66, Self-emp-not-inc,12, Married-civ-spouse, Craft-repair, White, Male,30, Hungary, <=50K
38, Private,10, Married-civ-spouse, Tech-support, White, Male,45, United-States, <=50K
44, Private,3, Married-civ-spouse, Handlers-cleaners, White, Male,40, Mexico, <=50K
34, Self-emp-not-inc,4, Never-married, Craft-repair, White, Male,40, United-States, <=50K
35, State-gov,12, Widowed, Exec-managerial, White, Female,40, United-States, <=50K
29, Local-gov,13, Never-married, Prof-specialty, White, Male,40, United-States, <=50K
22, Private,9, Married-civ-spouse, Transport-moving, Black, Male,40, United-States, <=50K
33, ?,10, Never-married, ?, White, Male,40, United-States, <=50K
73, Private,11, Widowed, Prof-specialty, White, Male,60, United-States, >50K
35, Local-gov,10, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, <=50K
41, Private,9, Never-married, Handlers-cleaners, White, Male,40, United-States, <=50K
27, Self-emp-not-inc,10, Married-civ-spouse, Other-service, White, Female,50, United-States, <=50K
25, Private,9, Never-married, Adm-clerical, White, Male,50, United-States, <=50K
47, Private,13, Divorced, Handlers-cleaners, White, Male,51, United-States, >50K
36, Private,13, Married-civ-spouse, Sales, White, Female,35, United-States, >50K
36, Private,2, Widowed, Other-service, White, Female,20, Mexico, <=50K
25, Local-gov,9, Divorced, Tech-support, White, Female,40, United-States, <=50K
37, Private,7, Divorced, Transport-moving, White, Male,65, United-States, <=50K
26, Local-gov,13, Never-married, Tech-support, White, Male,40, United-States, <=50K
53, Private,10, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, <=50K
36, Local-gov,14, Married-civ-spouse, Prof-specialty, White, Female,40, United-States, <=50K
30, Private,13, Never-married, Tech-support, White, Female,45, United-States, >50K
53, Local-gov,10, Divorced, Other-service, White, Female,40, United-States, <=50K
37, Self-emp-not-inc,9, Married-civ-spouse, Craft-repair, White, Male,45, United-States, <=50K
41, State-gov,9, Divorced, Craft-repair, White, Male,40, United-States, <=50K
53, Private,13, Married-civ-spouse, Handlers-cleaners, White, Male,55, United-States, <=50K
23, Private,10, Never-married, Other-service, White, Male,32, United-States, <=50K
28, Private,9, Married-civ-spouse, Farming-fishing, White, Male,50, United-States, <=50K
53, Local-gov,6, Married-civ-spouse, Other-service, White, Male,40, United-States, <=50K
32, Private,9, Married-civ-spouse, Transport-moving, White, Male,20, United-States, >50K
33, Private,13, Never-married, Adm-clerical, White, Female,50, United-States, <=50K
27, Private,9, Never-married, Sales, Black, Female,32, Dominican-Republic, <=50K
52, Private,11, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K
31, Private,10, Married-civ-spouse, Adm-clerical, White, Male,55, United-States, <=50K
27, Private,12, Never-married, Exec-managerial, White, Female,40, United-States, >50K
44, Private,9, Married-civ-spouse, Handlers-cleaners, White, Female,30, United-States, <=50K
37, Self-emp-not-inc,14, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, <=50K
39, Private,9, Married-civ-spouse, Craft-repair, White, Male,60, United-States, <=50K
18, Private,8, Never-married, Sales, Black, Female,20, United-States, <=50K
